OBJECTID,ID,NAME,ADDRESS,DEPARTMENT,INSTALL_YEAR,PS_14,PS_32,VDRVP_W_S,TOTAL_SITE_SERVERS,MONITOR,EXTERIOR_CAM,INTERIOR_CAM,PTZ_CAM,TOTAL_STATIONARY_CAM,TOTAL_SITE_CAMERA,TOTAL_SITE_CAMERA2,AVAILABLE_CAMERA_PORT,DESCRIPTION,X,Y,LATITUDE,LONGITUDE
192,27,CCTV- 27,15th St.  G St. Penn. Ave. & N.Y. Ave NW,DDOT,,,,,,,,,,,,,,DDOT CCTV,397093.3168,136786.588,38.89884,-77.033636
193,521,Brent Elementary School,301 NORTH CAROLINA AVENUE SE,DCPS,2005,0,0,1,1,2,8,14,0,22,24,32,10,DCPS,399873.34049817,135218.07999587,38.88480087,-77.00145984
194,522,Ballou STAY Senior High School,3401 4TH STREET SE,DCPS, , , , , , , , , , , , , ,DCPS,399915.33049891,130176.29000092,38.83938233,-77.00097526
195,400,Trinidad Recreation Center,1310 Childress ST. NE,DPR, , , , , , ,8,8,0, ,16, , ,DPR,401496.88049408,137620.37999746,38.90644041,-76.98274212
196,401,Webb Elementary School,1375 MOUNT OLIVET ROAD NE,DCPS,2003,0,1,0,1,1,3,11,0,14,14,32,18,DCPS,401636.15050191,137801.70999878,38.90807364,-76.98113601
197,403,Turner Elementary School,3264 STANTON ROAD SE,DCPS,1999,1,0,0,1,2,3,11,0,14,14,14,0,DCPS,401708.96049424,131092.70000272,38.8476361,-76.98031323
198,404,Kramer Middle School,1700 Q STREET SE,DCPS,1999,0,1,0,1,2,1,17,0,18,18,32,14,DCPS,401720.71050037,133718.01999988,38.87128607,-76.9801713
199,405,Eastern Senior High School,1700 EAST CAPITOL STREET NE,DCPS,1999,0,3,0,3,2,13,65,2,76,198,96,18,DCPS,401762.50049678,135840.07999767,38.89040233,-76.97968429
200,406,Rosedale Recreation Center,1700 Gales St. NE,DPR, , , , , , ,4,0, , ,4, , ,DPR,401786.71949899,136710.07000115,38.89823947,-76.97940286
201,409,Eliot Junior High School,1830 CONSTITUTION AVENUE NE,DCPS,1999,0,1,0,1,2,1,15,0,16,16,32,16,DCPS,401823.73049738,136065.30999534,38.89243116,-76.97897791
202,410,Taft Center,1800 PERRY STREET NE,DCPS,1999,0,1,0,1,2,2,26,0,28,28,32,4, ,401855.75049549,140990.20000042,38.93679615,-76.97859551
203,411,Burroughs Elementary School,1820 MONROE STREET NE,DCPS,2003,0,1,0,1,1,2,12,0,14,14,32,18,DCPS,401866.99049738,140604.88999905,38.93332514,-76.97846691
204,0,Deanwood Recreation Center,1350 49th Street NE,DPR, , , , , , , , , , ,25, , ,DPR,0,0,0,0
205,28,CCTV- 28,15th St.  Penn. Ave. and Lwr. E St. NW,DDOT,,,,,,,,,,,,,,DDOT CCTV,397093.1775,136407.1663,38.895493,-77.033635
206,29,CCTV- 29,15th St. and Constitution Ave. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,397093.0382,136027.7448,38.892076,-77.033632
207,0,Bald Eagle Recreation Center,1000 Joliet St. SW,DPR, , , , , , , , , , ,16, , ,DPR,0,0,0,0
208,0, ,400 block 16th St NE,MPD, , , , , , , , , , , , , , ,0,0,0,0
209,0, ,5th & K St NW,MPD, , , , , , , , , , , , , , ,0,0,0,0
210,0, ,Georgia Avenue & Allison St NW,MPD, , , , , , , , , , , , , , ,0,0,0,0
211,0, ,7th and Kennedy St NW,MPD, , , , , , , , , , , , , , ,0,0,0,0
212,0, ,16th St & W St SE,MPD, , , , , , , , , , , , , , ,0,0,0,0
213,0, ,18th & G NW,MPD, , , , , , , , , , , , , , ,0,0,0,0
214,0, ,19th and G NW,MPD, , , , , , , , , , , , , , ,0,0,0,0
215,361,Roosevelt Senior High School,4301 13TH STREET NW,DCPS,2005,0,0,2,2,2,13,41,0,54,106,64,10,DCPS,397494.77049337,141698.28000049,38.94317313,-77.02889826
216,362,Garrison Elementary School,1200 S STREET NW,DCPS,2003,0,1,0,1,1,3,11,0,14,96,32,18,DCPS,397518.52049644,138448.8099988,38.91390096,-77.02861255
217,363,Cardozo Senior High School,1200 CLIFTON STREET NW,DCPS,1999,0,2,0,2,2,11,52,0,63,79,64,1,DCPS,397531.11049349,139367.02000063,38.92217253,-77.02847068
218,0,Department of Health PHL Annex,"4 DC Village Lane, SW",PSD, , , , , , ,8,10, , ,18, , , ,0,0,0,0
219,0,Department of Health Warehouse,"3700 10th St, NE",PSD, , , , , , ,0,6, , ,6, , , ,0,0,0,0
220,0,Waterfront Tower East,"1100 4th St, SW",PSD, , , , , , ,0,70, , ,70, , , ,0,0,0,0
221,0,Waterfront Tower West,"1101 4th St, SW",PSD, , , , , , ,0,96, , ,96, , , ,0,0,0,0
222,30,CCTV- 30,16th St. & Military Rd./Missouri Ave. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,396847.2884,143846.6809,38.962411,-77.036413
223,96,Gage-Eckington Elementary School,2025 3RD STREET NW,DCPS,2003,0,1,0,1,1,6,8,0,14,14,32,18,DCPS,398622.24049663,138885.24999629,38.91783498,-77.01588705
224,97,H.D. Cooke Elementary School @ K.C. Lewis,300 BRYANT STREET NW,DCPS,1999,1,0,0,1,1,0,14,0,14,61,14,0,DCPS,398648.83049497,139173.32999652,38.92043014,-77.015581
225,101,Dunbar Senior High School,1301 NEW JERSEY AVENUE NW,DCPS,1999,0,1,0,1,2,5,23,0,28,80,32,4,DCPS,398725.55049699,137851.5499991,38.90852322,-77.01469386
226,104,Walker-Jones/R.H. Terrell Elementary School,100 L STREET NW,DCPS,1999,2,0,0,2,2,2,12,0,14,44,28,14,DCPS,398870.4304929,137323.6499998,38.90376791,-77.01302258
227,105,Bowen Elementary School,101 M STREET SW,DCPS,2003,0,1,0,1,1,4,10,0,14,14,32,18,DCPS,398879.86050137,134328.10000063,38.87678288,-77.01290898
229,31,CCTV- 31,16th St. and Colorado Ave. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,396852.1442,142755.8291,38.95261,-77.036299
230,32,CCTV- 32,16th St. and I St. NW,DDOT,,,,,,,,,,,,,,DDOT CCTV,396833.9998,137071.2539,38.901344,-77.036546
231,33,CCTV- 33,16th St. and Irving St. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,396845.7926,140093.0824,38.928676,-77.036463
232,34,CCTV- 34,16th St. and K St. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,396834.0459,137186.4356,38.902517,-77.036531
235,19,Aiton Elementary School,533 48TH PLACE NE,DCPS,2003,0,1,0,1,1,2,12,0,14,16,32,18,DCPS,405751.28050193,136574.52999522,38.89700148,-76.93370091
236,20,Ronald H. Brown Middle School,4800 MEADE STREET NE,DCPS,1999,0,1,0,1,2,4,15,0,19,19,32,13,DCPS,405836.91049533,137635.92999823,38.90656238,-76.93270477
237,21,Kelly Miller Middle School,301 49TH STREET NE,DCPS,2007,0,0,2,2,3,13,45,0,58,32,64,6,DCPS,405852.61049449,136130.44000248,38.89300028,-76.93253659
238,22,Nalle Elementary School,219 50TH STREET SE,DCPS,2003,0,1,0,1,1,3,11,0,14,14,32,18,DCPS,406004.16049947,135348.37000011,38.88595408,-76.9307965
239,23,Merritt Educational Center,5002 HAYES STREET NE,DCPS,2003,0,1,0,1,1,6,10,0,16,16,32,16,DCPS,406060.67049913,136933.15999921,38.90023007,-76.93013119
240,24,Houston Elementary School,1100 50TH PLACE NE,DCPS,2003,0,1,0,1,1,5,9,0,14,9,32,18,DCPS,406076.15049742,137508.7400027,38.90541499,-76.92994764
241,25,C.W. Harris Elementary School,301 53RD STREET SE,DCPS,1999,0,1,0,1,1,6,8,0,14,14,32,18,DCPS,406410.34549765,135087.07299646,38.88359735,-76.92611728
242,26,Burrville Elementary School,801 DIVISION AVENUE NE,DCPS,2003,0,1,0,1,1,9,6,0,15,31,32,17,DCPS,406552.65049379,136970.78000173,38.90056543,-76.92445917
243,27,Business and Finance Academy School Within a School @ H.D. Woodson,5500 EADS STREET NE,DCPS, , , , , , , , , , , , , ,DCPS,406704.96049381,136485.52000264,38.89619289,-76.92270804
244,28,Drew Elementary School,5600 EADS STREET NE,DCPS,1999,0,1,0,1,2,2,12,0,14,14,32,18,DCPS,406946.23049993,136463.61000241,38.89599364,-76.919927
245,29,Sousa Middle School @ Shadd ES,5601 EAST CAPITOL ST NE,DCPS,2008,0,0,3,3,2,10,56,0,66,71,96,30,DCPS,406976.90549471,135724.09799984,38.8893316,-76.91958091
246,33,Key Elementary School,5001 DANA PLACE NW,DCPS,2003,0,1,0,1,1,12,14,0,26,26,32,6,DCPS,391283.15049518,139885.28999686,38.9268015,-77.10052731
247,34,Mann Elementary School,4430 NEWARK STREET NW,DCPS,2003,0,1,0,1,1,6,8,0,14,14,32,18,DCPS,392385.28049307,140715.66000321,38.93429197,-77.08782619
248,35,Banneker Senior High School,800 EUCLID STREET NW,DCPS,2005,0,0,1,1,2,2,16,0,18,27,32,14,DCPS,397920.84049904,139551.1700007,38.92383242,-77.02397696
249,37,Bruce-Monroe Elementary School,3012 GEORGIA AVENUE NW,DCPS,2003,0,1,0,1,1,5,9,0,14,14,32,18,DCPS,397963.88049817,140077.63999922,38.92857513,-77.02348219
250,38,Jefferson Junior High School,801 7TH STREET SW,DCPS,1999,0,1,0,1,2,3,13,0,16,60,32,16,DCPS,398012.08049998,134671.02999574,38.8798706,-77.02291066
251,39,Takoma Educational Center,7010 PINEY BRANCH ROAD NW,DCPS,1999,1,0,0,1,1,3,11,0,14,14,14,0, ,398024.76049606,145235.93000458,38.97504254,-77.02279492
252,40,Cleveland Elementary School,1825 8TH STREET NW,DCPS,2004,0,1,0,1,1,10,18,0,28,28,32,4,DCPS,398030.71049345,138586.76000142,38.91514495,-77.02270717
253,41,Banneker Recreation Center,2500 Georgia Ave NW,DPR, , , , , , ,6,7,0, ,13, , ,DPR,398041.679496,139425.87000421,38.92270396,-77.02258308
254,42,Clark Elementary School,4501 KANSAS AVENUE NW,DCPS,2003,0,1,0,1,1,2,14,0,16,16,32,16,DCPS,398056.76049762,141967.69999785,38.94560156,-77.02241637
255,35,CCTV- 35,16th St. and Kalmia N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,396848.3143,146421.3659,38.98569,-77.036382
256,36,CCTV- 36,16th St. and N. Portal St. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,396848.5978,147132.7941,38.992115,-77.036456
257,37,CCTV- 37,16th St. and U St. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,396834.6933,138805.7569,38.917006,-77.036509
258,1,CCTV- 1,3rd St. and Constitution Ave. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,398681.5419,136027.321,38.892065,-77.015175
259,48,Kennedy Recreation Center,1401 7th St. NW,DPR, , , , , , , ,3, , ,7, , ,DPR,398132.07949628,137903.45999653,38.90898978,-77.02153646
260,49,Park View Recreation Center,693 Otis Pl. NW,DPR, , , , , , ,1,2,0, ,3, , ,DPR,398148.89949632,140791.13000251,38.93500287,-77.02135032
261,50,Park View Elementary School,3560 WARDER STREET NW,DCPS,2003,0,1,0,1,1,4,10,0,14,14,32,18,DCPS,398163.15950129,140725.72999828,38.93441376,-77.02118567
262,51,Coolidge Senior High School,6315 5TH STREET NW,DCPS,2005,0,0,3,3,3,7,60,0,67,102,96,29,DCPS,398306.01049543,144349.51999999,38.96705814,-77.01954701
263,52,Whittier Elementary School,6201 5TH STREET NW,DCPS,2003,0,1,0,1,1,5,12,0,17,17,32,15,DCPS,398332.71049908,144216.1699996,38.96585694,-77.0192386
264,53,Amidon Elementary School,401 I STREET SW,DCPS,2003,0,1,0,1,1,5,9,0,14,18,32,18,DCPS,398427.29049639,134631.46999796,38.87951507,-77.01812529
265,54,Montgomery Elementary School,421 P STREET NW,DCPS,1999,0,1,0,1,2,2,14,0,16,16,32,16,DCPS,398428.65049468,138002.88999662,38.90988606,-77.01811733
266,56,Barnard Elementary School,430 DECATUR STREET NW,DCPS,2003,0,1,0,1,1,12,16,0,28,28,32,4,DCPS,398458.9905012,142259.46000375,38.94823061,-77.01777707
267,57,Transportation Bus Lot - New York Avenue,1245 New York Avenue NE,DCPS,2005,0,0,1,1,1,0,16,0,16,16,32,16, ,401083.85550164,138526.98799675,38.91460805,-76.98750255
268,58,Columbia Heights Rec,1480 Girard St NW,DPR, , , , , , ,4,12,0, ,16, , ,DPR,396956.59849989,139707.68499586,38.92523955,-77.03509734
269,59,Emery Rec Center,5701 Georgia Ave NW,DPR, , , , , , ,10,6,0, ,16, , ,DPR,397583.82150076,143435.01000037,38.95881831,-77.02787716
270,2,CCTV- 2,3rd St. and H St. & Mass. Av NW,DDOT,,,,,,,,,,,,,,DDOT CCTV,398681.6863,136894.5705,38.899765,-77.015215
271,3,CCTV- 3,3rd St. and H St. N.E.,DDOT,,,,,,,,,,,,,,DDOT CCTV,399825.2842,136914.7889,38.90014,-77.002037
272,4,CCTV- 4,3rd St. and M St. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,398681.7934,137538.233,38.905671,-77.015241
273,60,Carroll Apartments,410 M Street SE,DCHA, , , , , , ,6,19, , , , , , ,400004.02999533,134320.01999705,38.87671081,-76.99995356
274,61,Claridge Towers,1221 M Street NW,DCHA, , , , , , ,4,46, , , , , , ,397500.46000055,137555.39999842,38.90585276,-77.02881754
275,62,Colorado Apartments,5336 Colorado Ave NW,DCHA, , , , , , ,6,10, , , , , , ,396999.51999884,143055.86000386,38.95540103,-77.034617
276,355,"OCTO: ODC-1 @ 3919 Benning Road, SE","3919 Benning Road, SE",PSD, , , , , , ,12,14, , ,26, , , ,404462.60950156,136295.26000366,38.8944932,-76.94855815
277,356,Examiner(OCME),"1910 Massachusetts Ave, SE",PSD, , , , , , ,4,19, , ,23, , , ,402201.81049897,135163.83999765,38.88430951,-76.97462269
278,357,"DDS @ 1125 15th Street, NW","1125 15th Street, NW",PSD, , , , , , ,0,13, , ,13, , , ,397041.8594963,137401.90999817,38.90446865,-77.03410415
279,359,Tubman Elementary School,3101 13TH STREET NW,DCPS,2003,0,1,0,1,1,3,11,0,14,18,32,18,DCPS,397447.02049644,140146.95999681,38.92919824,-77.02944329
280,360,Roosevelt STAY Senior High School,4301 13TH STREET NW,DCPS, , , , , , , , , , , , , ,DCPS,397494.77049337,141698.28000049,38.94317313,-77.02889826
281,282,CCTV,Montello Ave & Morse St NE,MPD, , , , , , , , , , , , , ,Safe Cities,400905.63999799,137309.21999747,38.90363818,-76.98955908
282,283,CCTV,Staples St & Oats St NE,MPD, , , , , , , , , , , , , ,Safe Cities,401383.54000033,137312.61001196,38.90366809,-76.98404946
283,318,Bancroft Elementary School,1755 NEWTON STREET NW,DCPS,1999,1,0,0,1,2,4,12,0,16,18,14,2,DCPS,396483.92950011,140715.66999661,38.93431802,-77.04055345
284,106,Leckie Elementary School,4201 MARTIN LUTHER KING JR AVENUE SW,DCPS,2003,0,1,0,1,1,6,12,0,18,18,32,14,DCPS,398880.5804936,128934.66000092,38.82819645,-77.01289191
285,107,J.F. Cook Elementary School,30 P STREET NW,DCPS,1999,0,1,0,1,1,6,8,0,14,14,32,18,DCPS,399105.7404985,137949.35000382,38.9094047,-77.01031056
286,108,M.M. Washington Career Senior High School,27 O STREET NW,DCPS,1999,0,1,0,1,2,3,13,0,16,32,32,16,DCPS,399108.88950115,137873.35999716,38.90872016,-77.01027415
287,114,W.B. Patterson Elementary School,4399 SOUTH CAPITOL TERRACE SW,DCPS,2003,0,1,0,1,2,7,25,0,32,32,32,0,DCPS,399263.25049428,128798.03000351,38.82696603,-77.0084847
288,116,Mamie D. Lee School,100 GALLATIN STREET NE,DCPS,1999,2,0,0,2,1,2,14,0,16,15,28,12,DCPS,399373.84749673,142735.38000314,38.95251896,-77.00722373
289,117,Emery Elementary School,1720 1ST STREET NE,DCPS,1999,1,0,0,1,2,2,12,0,14,14,14,0,DCPS,399412.34049663,138404.23999672,38.91350276,-77.00677594
290,5,CCTV- 5,4th St. and New York Ave. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,398602.3679,137450.1665,38.904845,-77.016147
291,6,CCTV- 6,7th St. & E St. & Frontage Rd. SW,DDOT,,,,,,,,,,,,,,DDOT CCTV,398109.4364,135004.355,38.882791,-77.021881
292,7,CCTV- 7,7th St. and H Street N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,398099.2987,136894.6889,38.899809,-77.021915
293,8,CCTV- 8,7th St. and Independence Ave. SW,DDOT,,,,,,,,,,,,,,DDOT CCTV,398098.9735,135539.6121,38.887582,-77.021891
294,9,CCTV- 9,7th St. and New York Ave N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,398099.3784,137226.6831,38.902875,-77.021894
295,10,CCTV- 10,7th St. and Pennsylvania Ave. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,398099.1231,136162.947,38.893291,-77.0219
296,119,McKinley Technology High School,151 T STREET NE,DCPS,2004,0,4,0,4,8,13,85,0,98,108,128,30,DCPS,399642.48049642,138594.83000186,38.91521979,-77.00412243
297,121,Patricia R. Harris Educational Center,4600 LIVINGSTON ROAD SE,DCPS,1999,0,1,0,1,2,3,25,0,28,28,32,4,DCPS,399731.95049701,128458.04999926,38.82390359,-77.00308683
298,122,Ludlow-Taylor Elementary School,659 G STREET NE,DCPS,2003,0,1,0,1,1,5,13,0,18,18,32,14,DCPS,400304.26049688,136765.85999886,38.89874381,-76.99649249
299,123,Hine Junior High School,335 8TH STREET SE,DCPS,1999,1,1,0,2,2,1,15,0,16,16,46,30,DCPS,400394.36950127,135244.4999993,38.8850388,-76.99545459
300,0,Department of Employment Services,"4058 Minnesota Ave, NE",PSD, , , , , , ,14,77, , ,91, , , ,0,0,0,0
301,0,Ward 6 SWC,"500 K St, NE",PSD, , , , , , ,7,9, , ,16, , , ,0,0,0,0
302,0,Department of Health TB Clinic,1900 Massachusetts Avenue SE,PSD, , , , , , ,0,7, , ,7, , , ,0,0,0,0
304,11,CCTV- 11,7th St. and Rhode Island Ave. NW,DDOT,,,,,,,,,,,,,,DDOT CCTV,398099.6337,138290.4211,38.912398,-77.021948
311,340,Shepherd Elementary School,7800 14TH STREET NW,DCPS,2003,0,1,0,1,1,4,10,0,14,14,32,18,DCPS,397054.619498,146297.53000219,38.98460295,-77.03399523
312,346,West Elementary School,1338 FARRAGUT STREET NW,DCPS,1999,0,1,0,1,1,7,10,0,17,17,32,15,DCPS,397204.26049992,142607.98000014,38.95136708,-77.03225305
313,12,CCTV- 12,9th St. and Constitution Ave. NW,DDOT,,,,,,,,,,,,,,DDOT CCTV,397924.3552,136027.4833,38.892069,-77.023939
314,13,CCTV- 13,9th St. Ramp & N.Y. Ave. N.E.,DDOT,,,,,,,,,,,,,,DDOT CCTV,400825.7697,138446.0704,38.913877,-76.990539
343,319,Ross Elementary School,1730 R STREET NW,DCPS,2003,0,1,0,1,1,1,13,0,14,14,32,18,DCPS,396560.15049357,138281.53000471,38.91239081,-77.03966214
344,64,CCTV- 64,Connecticut Ave. and Macomb St. N.W,DDOT,,,,,,,,,,,,,,DDOT CCTV,395030.8677,140622.4973,38.93351,-77.057315
345,65,CCTV- 65,Connecticut Ave. and Military Rd. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,393646.844,143692.7677,38.96101,-77.073313
346,66,CCTV- 66,Connecticut Ave. and Nebraska Ave. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,393905.6206,143136.9757,38.956037,-77.07041
347,67,CCTV- 67,Connecticut Ave. and Oliver St.,DDOT,,,,,,,,,,,,,,DDOT CCTV,393361.7075,144309.5701,38.96672,-77.076659
348,68,CCTV- 68,Connecticut Ave. and Van Ness St. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,394544.7471,141693.3372,38.943133,-77.062901
349,336,DPR Headquarters,3149 16th St. NW,DPR, , , , , , ,2,0,2, ,2, , ,DPR,396869.35049931,140252.71000326,38.930149,-77.03610599
350,337,Penn Center (Lincoln) Middle School,3101 16TH STREET NW,DCPS, , , , , , ,8,8, , ,16, , ,DCPS,396890.80050125,140185.59000463,38.92954443,-77.0358583
351,338,Bell Multicultural Senior High School,3101 16TH STREET NW,DCPS,2006,0,0,4,4,2,12,92,3,101,115,128,24,DCPS,396890.80050125,140185.59000463,38.92954443,-77.0358583
352,82,CCTV- 82,GA. Ave. and N.H. Ave. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,397909.7656,140932.8835,38.936228,-77.024235
353,83,CCTV- 83,Georgia Ave. and Arkansas Ave. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,397624.5185,142620.0503,38.951428,-77.027386
354,84,CCTV- 84,Georgia Ave. and Eastern Ave. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,397694.3708,146305.8905,38.984711,-77.026615
355,85,CCTV- 85,Georgia Ave. and Irving St. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,397988.9385,140133.362,38.929062,-77.023229
356,69,CCTV- 69,Connecticut Ave./ K St./ 17th St. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,396659.559,137714.9883,38.907242,-77.038496
357,70,CCTV- 70,Delaware / I Street NW,DDOT,,,,,,,,,,,,,,DDOT CCTV,398882.5517,134604.4614,38.879291,-77.012936
358,71,CCTV- 71,Douglas Bridge,DDOT,,,,,,,,,,,,,,DDOT CCTV,399226.6967,133655.8697,38.870595,-77.008991
359,305,Francis Junior High School,2425 N STREET NW,DCPS,2005,0,0,1,1,2,7,19,0,26,32,32,6,DCPS,395461.94949964,137735.74000071,38.90746917,-77.052321
360,310,Stevens Elementary School,1050 21ST STREET NW,DCPS,2003,0,1,0,1,1,5,9,0,14,14,32,18,DCPS,395937.79049566,137257.37999523,38.90316226,-77.04683201
361,72,CCTV- 72,Dupont Circle N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,396209.6762,137918.453,38.909067,-77.043675
362,73,CCTV- 73,E. Capitol and 50th,DDOT,,,,,,,,,,,,,,DDOT CCTV,406073.5657,135785.6264,38.889839,-76.930041
363,74,CCTV- 74,E. Capitol and 58th St.,DDOT,,,,,,,,,,,,,,DDOT CCTV,407132.6004,135786.5094,38.889839,-76.917779
364,75,CCTV- 75,E. Capitol and Southern Ave.,DDOT,,,,,,,,,,,,,,DDOT CCTV,407503.2818,135766.5257,38.889702,-76.913528
