OBJECTID,ID,NAME,ADDRESS,DEPARTMENT,INSTALL_YEAR,PS_14,PS_32,VDRVP_W_S,TOTAL_SITE_SERVERS,MONITOR,EXTERIOR_CAM,INTERIOR_CAM,PTZ_CAM,TOTAL_STATIONARY_CAM,TOTAL_SITE_CAMERA,TOTAL_SITE_CAMERA2,AVAILABLE_CAMERA_PORT,DESCRIPTION,X,Y,LATITUDE,LONGITUDE
365,76,CCTV- 76,East Capitol and 19th St.,DDOT,,,,,,,,,,,,,,DDOT CCTV,401985.6959,135763.2203,38.889708,-76.977187
366,77,CCTV- 77,First St. & M St. SE,DDOT,,,,,,,,,,,,,,DDOT CCTV,399486.2717,134299.5078,38.87653,-77.00593
367,78,CCTV- 78,First St. and N St. SE,DDOT,,,,,,,,,,,,,,DDOT CCTV,399486.2586,134096.247,38.87464,-77.005895
368,79,CCTV- 79,First St. and Potomac Ave. SE,DDOT,,,,,,,,,,,,,,DDOT CCTV,399454.4593,133784.5825,38.87181,-77.006313
369,80,CCTV- 80,Florida Ave. & Rhode Island Ave. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,398517.8544,138473.2677,38.914114,-77.017144
370,369,Ferebee-Hope Elementary School,3999 8TH STREET SE,DCPS,2003,0,1,0,1,1,3,11,0,14,30,32,18,DCPS,400419.94049343,129394.95000364,38.83234357,-76.99516343
371,371,Southeast Tennis and Learning Center,701 Mississippi Ave. SE,DPR, , , , , , ,4,5,0, ,16, , , ,400473.39949782,130079.57999741,38.838511,-76.99454726
372,372,M.C. Terrell/McGogney Elementary School,3301 WHEELER ROAD SE,DCPS,1999,1,0,0,1,2,5,9,0,14,23,14,0,DCPS,400512.16050001,130413.48000244,38.8415189,-76.99410055
373,373,Hardy Middle School @ Hamilton School,1401 BRENTWOOD PARKWAY NE,DCPS,2008,0,0,2,2,2,8,56,2,62,64,64,0,DCPS,400515.7005007,137977.7499956,38.90966084,-76.9940541
374,374,Hamilton Center @ Hamilton School,1401 BRENTWOOD PARKWAY NE,DCPS,1999,0,1,0,1,2,10,18,0,28,28,32,4,DCPS,400515.7005007,137977.7499956,38.90966084,-76.9940541
375,375,Savoy Elementary School,2400 SHANNON PLACE SE,DCPS,2008,0,0,2,2,1,10,46,0,56,72,64,8,DCPS,400555.08050044,132781.57000037,38.86285165,-76.99360426
376,376,Prospect Learning Center,920 F STREET NE,DCPS,1999,0,1,0,1,2,2,14,0,16,16,32,16, ,400591.34949581,136634.98000424,38.89756465,-76.99318304
377,377,Sherwood Recreation Center,640 10th St. NE,DPR, , , , , , ,4,3,0, ,7, , ,DPR,400605.75949916,136743.84000307,38.89854529,-76.99301683
378,378,Turkey Thicket Recreation Center,1100 Michigan Ave. NE,DPR, , , , , , ,9,4,0, ,13, , ,DPR,400641.56049763,141130.75000092,38.93806399,-76.99260002
379,379,Luke Moore Academy Senior High School,1001 MONROE STREET NE,DCPS,2007,0,0,2,2,2,11,41,2,50,50,64,12,DCPS,400666.1324996,140488.24799861,38.93227612,-76.99231722
380,380,Draper Elementary School,908 WAHLER PLACE SE,DCPS,2003,0,1,0,1,1,3,11,0,14,14,32,18,DCPS,400671.25049494,129615.2399995,38.83432789,-76.99226881
381,81,CCTV- 81,Florida Ave. and New York Ave. NE,DDOT,,,,,,,,,,,,,,DDOT CCTV,399602.9675,137890.4541,38.908934,-77.004661
382,300,Birney Elementary School,2501 MARTIN LUTHER KING JR AVENUE SE,DCPS,1999,2,0,0,2,2,2,12,0,14,14,28,14,DCPS,400403.19049588,132438.55999964,38.85976176,-76.99535456
383,386,Douglass Transitional Academy,2600 DOUGLASS PLACE SE,DCPS,1999,0,1,0,1,2,5,23,0,28,28,32,4,DCPS,401037.24050056,132089.7499999,38.85661901,-76.98804976
384,387,Slowe Elementary School,1404 JACKSON STREET NE,DCPS,2003,0,1,0,1,1,4,10,0,14,14,32,18,DCPS,401138.94050209,140191.85000191,38.92960559,-76.98686462
385,388,Malcolm X Elementary School,1351 ALABAMA AVENUE SE,DCPS,2003,0,1,0,1,1,5,9,0,14,14,32,18,DCPS,401202.63049559,130797.63000011,38.84497882,-76.98614653
386,389,Wilkinson Elementary School,2330 POMEROY ROAD SE,DCPS,2003,0,1,0,1,1,8,6,0,14,14,32,18,DCPS,401254.17049377,132114.8000019,38.85684439,-76.98555042
387,390,Bunker Hill Elementary School,1401 MICHIGAN AVENUE NE,DCPS,2003,0,1,0,1,1,3,11,0,14,32,32,18,DCPS,401300.77049989,141569.10999714,38.94201213,-76.98499563
388,391,DC Records Center,1300 Naylor Court NW,PSD, , , , , , ,7,7, , ,14, , , ,397850.44949453,137783.36000797,38.90790723,-77.02478318
389,392,Consumer and Regulatory Affairs,1900 Massachusetts Avenue SE,PSD, , , , , , , ,6, , ,6, , , ,402119.23049859,135264.83000036,38.88521947,-76.97557416
390,393,Johnson Junior High School,1400 BRUCE PLACE SE,DCPS,1999,0,1,0,1,2,2,26,0,28,52,32,4,DCPS,401414.57050052,131503.4200022,38.85133657,-76.98370368
391,86,CCTV- 86,Georgia Ave. and Missouri Ave. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,397571.941,143690.5895,38.960992,-77.027998
392,395,Green Elementary School,1500 MISSISSIPPI AVENUE SE,DCPS,2003,0,1,0,1,1,4,11,0,15,15,32,17,DCPS,401441.25049789,130427.60000243,38.84164507,-76.98339857
393,396,Anacostia Senior High School,1601 16TH STREET SE,DCPS,1999,0,2,0,2,2,8,56,0,64,63,64,0,DCPS,401468.56049819,133584.50000457,38.87008373,-76.98307725
394,397,Moten Elementary School,1565 MORRIS ROAD SE,DCPS,2003,0,1,0,1,1,4,10,0,14,14,32,18,DCPS,401480.43049329,132093.89000385,38.85665567,-76.98294367
395,398,Brentwood Recreation Center,2311 14th ST. NE,DPR, , , , , , ,2,5,0, ,7, , ,DPR,401481.38049925,139241.01999873,38.9210397,-76.98291732
396,399,Miner Elementary School,601 15TH STREET NE,DCPS,2003,0,1,0,1,1,10,18,0,28,28,32,4,DCPS,401483.00050122,136614.12000241,38.89737568,-76.98290431
397,147,CCTV,400 block 16th St NE,MPD, , , , , , , , , , , , , ,Neighborhood,401546.0386002,136447.21139906,38.895872,-76.982178
398,148,CCTV,4th St & L St NE ,MPD, , , , , , , , , , , , , ,Neighborhood,399960.01319925,137333.01550118,38.903853,-77.000461
399,149,CCTV,8th & H St NE,MPD, , , , , , , , , , , , , ,Neighborhood,400484.28969891,136926.85169885,38.900194,-76.994417
400,150,CCTV,K St & Potomac Ave SE,MPD, , , , , , , , , , , , , ,Neighborhood,400877.85239905,134517.12810081,38.878486,-76.989883
401,151,CCTV, K St & North Capitol St NW,MPD, , , , , , , , , , , , , ,Neighborhood,399199.12060121,137169.31899905,38.902378,-77.009233
402,152,CCTV,7th St & H St NW,MPD, , , , , , , , , , , , , ,Neighborhood,398087.03440122,136892.54450034,38.899883,-77.022053
403,153,CCTV,Wisconsin Ave & P St NW,MPD, , , , , , , , , , , , , ,Neighborhood,394413.20259955,137929.76809961,38.909211,-77.064414
404,154,CCTV,1400 block R St NW,MPD, , , , , , , , , , , , , ,Neighborhood,397144.98420025,138307.29390024,38.912625,-77.032919
405,155,CCTV,11th St & N St NW,MPD, , , , , , , , , , , , , ,Neighborhood,397661.76379983,137599.4471007,38.90625,-77.026958
406,156,CCTV,14th & Oak St NW,MPD, , , , , , , , , , , , , ,Neighborhood,397170.63350003,140671.09960044,38.933919,-77.032633
407,157,CCTV,14th & Columbia Road NW,MPD, , , , , , , , , , , , , ,Neighborhood,397192.05230056,139947.09359895,38.927397,-77.032383
408,158,CCTV,14th & Girard St NW,MPD, , , , , , , , , , , , , ,Neighborhood,397142.81450019,139744.85359959,38.925575,-77.03295
409,159,CCTV,14th & W St NW,MPD, , , , , , , , , , , , , ,Neighborhood,397243.24029881,139033.47570048,38.919167,-77.031789
410,160,CCTV,17th & Euclid St NW,MPD, , , , , , , , , , , , , ,Neighborhood,396621.20550011,139467.53780036,38.923075,-77.038964
411,381,Noyes Elementary School,2725 10TH STREET NE,DCPS, , , , , , ,10,18, , ,28, , ,DCPS,400707.33050111,139700.26000305,38.92517765,-76.99184288
412,382,Brookland Elementary School,1150 MICHIGAN AVENUE NE,DCPS,2003,0,1,0,1,1,3,11,0,14,32,32,18,DCPS,400775.13049889,141176.4100042,38.9384752,-76.99105932
413,384,Maury Elementary School,1250 CONSTITUTION AVENUE NE,DCPS,2003,0,1,0,1,1,3,11,0,14,14,32,18,DCPS,400984.00049479,136037.81999698,38.89218486,-76.9886575
414,385,CHOICE Academy Senior High School @ Douglass,2600 DOUGLASS PLACE SE,DCPS, , , , , , , , , , , , , ,DCPS,401037.24050056,132089.7499999,38.85661901,-76.98804976
415,161,CCTV,2400 block 18th St NW,MPD, , , , , , , , , , , , , ,Neighborhood,396372.73989945,139224.31719983,38.920883,-77.041828
416,162,CCTV,5th & N St NW,MPD, , , , , , , , , , , , , ,Neighborhood,398363.8321003,137720.15880095,38.907339,-77.018864
417,168,CCTV,14th & Quincy St NW,MPD, , , , , , , , , , , , , ,Neighborhood,397171.21079918,141073.5062012,38.937544,-77.032628
418,169,CCTV,1st & Kennedy St NW,MPD, , , , , , , , , , , , , ,Neighborhood,399019.87929937,143193.11100088,38.956642,-77.011308
419,170,CCTV,3700 block Georgia Avenue NW,MPD, , , , , , , , , , , , , ,Neighborhood,397898.23730001,140980.25439989,38.936706,-77.024242
420,171,CCTV,4th & Shepherd St NW,MPD, , , , , , , , , , , , , ,Neighborhood,398515.34229951,141335.34270031,38.939906,-77.017125
421,172,CCTV,4th St & Blair Road NW,MPD, , , , , , , , , , , , , ,Neighborhood,398436.43109994,145189.48680103,38.974625,-77.018044
422,173,CCTV,5th St & Kennedy St NW,MPD, , , , , , , , , , , , , ,Neighborhood,398284.78570026,143179.36010005,38.956517,-77.019789
423,87,CCTV- 87,Georgia Ave. and Piney Branch Rd. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,397625.0535,144401.9982,38.967468,-77.027485
424,174,CCTV,6th St & Riggs Road NE ,MPD, , , , , , , , , , , , , ,Neighborhood,400081.12310068,143648.74369985,38.960747,-76.999064
425,175,CCTV,9th & Kennedy St NW,MPD, , , , , , , , , , , , , ,Neighborhood,397778.94530061,143164.05559938,38.956378,-77.025625
426,88,CCTV- 88,Georgia Avenue and Kansas Avenue N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,397788.2432,141603.6852,38.942303,-77.025617
427,89,CCTV- 89,H St.  Conn. Ave. & Jackson Pl. NW,DDOT,,,,,,,,,,,,,,DDOT CCTV,396712.1772,136942.571,38.900178,-77.03795
428,90,CCTV- 90,H St.  Vermont Ave. & Madison Ave. NW,DDOT,,,,,,,,,,,,,,DDOT CCTV,396955.7196,136942.4737,38.900208,-77.03512
429,92,CCTV- 92,H St. and Union Station NE,DDOT,,,,,,,,,,,,,,DDOT CCTV,399539.3871,136941.9019,38.900222,-77.005367
430,93,CCTV- 93,I-295 and Blue Plains (North),DDOT,,,,,,,,,,,,,,DDOT CCTV,398574.272,128411.8544,38.82344,-77.01641
431,94,CCTV- 94,I-295 and Blue Plains (South),DDOT,,,,,,,,,,,,,,DDOT CCTV,398176.4993,127260.135,38.813087,-77.021022
432,95,CCTV- 95,Ind.Ave. & Wash. Ave. S.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,398803.2504,135519.1482,38.887484,-77.013828
433,96,CCTV- 96,Kenilworth and Eastern Ave. N.E.,DDOT,,,,,,,,,,,,,,DDOT CCTV,405722.287,138271.9347,38.912227,-76.93401
434,97,CCTV- 97,Key Bridge and M St. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,394049.4911,137472.6052,38.905067,-77.068622
435,110,CCTV- 110,Pennsylvania Ave. and 2nd St. S.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,399698.1657,135539.3897,38.887651,-77.003518
436,111,CCTV- 111,Pennsylvania Ave. and 9th St. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,397919.1135,136230.7461,38.893869,-77.023966
437,112,CCTV- 112,Pennsylvania Ave. and 28th St. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,402801.8379,133832.4867,38.87231,-76.967784
438,113,CCTV- 113,Pennsylvania Ave. and Branch Ave. S.E.,DDOT,,,,,,,,,,,,,,DDOT CCTV,403437.5596,133500.7446,38.869291,-76.960383
439,114,CCTV- 114,Pennsylvania Ave. and Minnesota Ave. S.E.,DDOT,,,,,,,,,,,,,,DDOT CCTV,402542.2691,133961.131,38.873422,-76.970722
440,115,CCTV- 115,Piney Branch Rd. & Eastern Ave. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,398397.5494,145594.2895,38.978285,-77.018538
441,116,CCTV- 116,Rhode Island Ave. & S. Dakota Ave. N.E.,DDOT,,,,,,,,,,,,,,DDOT CCTV,402471.4126,140377.4078,38.931224,-76.971474
442,117,CCTV- 117,Rhode Island Ave. and 18th St. N.E.,DDOT,,,,,,,,,,,,,,DDOT CCTV,401809.991,139977.4786,38.927739,-76.979123
443,118,CCTV- 118,Rhode Island Ave. and Eastern Ave.,DDOT,,,,,,,,,,,,,,DDOT CCTV,403164.4994,140824.8331,38.935234,-76.963496
444,119,CCTV- 119,Roosevelt Bridge,DDOT,,,,,,,,,,,,,,DDOT CCTV,395213.3787,136143.8393,38.893015,-77.055206
445,121,CCTV- 121,Route 50,DDOT,,,,,,,,,,,,,,DDOT CCTV,404742.5896,138935.2775,38.918189,-76.945375
446,122,CCTV- 122,S. Capitol and Atlantic St,DDOT,,,,,,,,,,,,,,DDOT CCTV,399332.2617,129299.3198,38.831431,-77.007678
447,123,CCTV- 123,S. Capitol and I St.,DDOT,,,,,,,,,,,,,,DDOT CCTV,399195.0135,134604.4235,38.879357,-77.009314
448,124,CCTV- 124,S. Capitol and M St.,DDOT,,,,,,,,,,,,,,DDOT CCTV,399211.1937,137538.1626,38.905642,-77.00912
449,125,CCTV- 125,S. Capitol St. and Suitland Pkwy. SE,DDOT,,,,,,,,,,,,,,DDOT CCTV,399851.6819,132944.4212,38.864243,-77.001815
450,126,CCTV- 126,S.Capitol and Firth Sterling,DDOT,,,,,,,,,,,,,,DDOT CCTV,399713.9436,132544.6795,38.860653,-77.003375
451,127,CCTV- 127,S.E. Frwy. & Sousa Br./Penn. Ave.S.E.,DDOT,,,,,,,,,,,,,,DDOT CCTV,401848.3419,134387.7866,38.877185,-76.978728
452,128,CCTV- 128,South Capitol and Southern Ave.,DDOT,,,,,,,,,,,,,,DDOT CCTV,407503.2818,135766.5257,38.88969,-76.913525
453,129,CCTV- 129,Southern Ave. and Branch Ave. S.E.,DDOT,,,,,,,,,,,,,,DDOT CCTV,403644.8664,131901.8551,38.854894,-76.958083
454,130,CCTV- 130,Suitland Pkwy. & Firth Sterling Ave. SE,DDOT,,,,,,,,,,,,,,DDOT CCTV,400190.7,132720.8357,38.862319,-76.997799
455,131,CCTV- 131,Virginia Ave. and E St. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,395854.2396,136475.4718,38.896003,-77.047871
456,132,CCTV- 132,Washington Circle,DDOT,,,,,,,,,,,,,,DDOT CCTV,395558.1461,137207.3747,38.902614,-77.051343
457,133,CCTV- 133,Wisc. Ave. & Mass. Ave. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,393654.5397,140094.9973,38.928623,-77.073192
458,134,CCTV- 134,Wisc. Ave. & Tenley Cr./ Neb. Ave. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,393142.8781,142046.7511,38.9462,-77.079115
459,135,CCTV- 135,Wisconsin Ave. and Calvert St. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,393680.4494,139403.8832,38.922545,-77.072904
460,136,CCTV- 136,Wisconsin Ave. and Ellicott N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,392900.21,142846.4691,38.953364,-77.081936
461,137,CCTV- 137,Wisconsin Ave. and M St. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,394552.4395,137492.5694,38.905159,-77.062818
462,138,CCTV- 138,Wisconsin Ave. and Q St. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,394351.7109,138116.0472,38.910789,-77.065125
463,98,CCTV- 98,Macarthur Blvd. And Arizona Ave. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,390981.7547,139941.7563,38.927321,-77.10408
464,99,CCTV- 99,Macarthur Blvd. And Loughboro Rd. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,390331.9323,140877.5335,38.935735,-77.11152
465,139,CCTV- 139,Wisconsin Ave. and Western Ave. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,392668.2777,143761.3687,38.961641,-77.08464
466,100,CCTV- 100,Mass. Ave. & Whitehaven Rd. NW,DDOT,,,,,,,,,,,,,,DDOT CCTV,394876.3095,138935.515,38.91834,-77.05913
467,101,CCTV- 101,Michigan Ave. & Harewood Rd. N.E.,DDOT,,,,,,,,,,,,,,DDOT CCTV,399915.3263,140377.0224,38.931207,-77.000978
468,102,CCTV- 102,N. Cap. St. & Rhode Island  Ave. N.W.,DDOT,,,,,,,,,,,,,,DDOT CCTV,399211.3152,138757.7355,38.916679,-77.009142
469,103,CCTV- 103,N. Capitol and H St.,DDOT,,,,,,,,,,,,,,DDOT CCTV,399227.0175,136941.9262,38.900226,-77.008983
470,104,CCTV- 104,N. Capitol St. and New York Ave,DDOT,,,,,,,,,,,,,,DDOT CCTV,399168.8601,137714.3273,38.907214,-77.009596
473,176,CCTV,1200 block Meigs Place NE,MPD, , , , , , , , , , , , , ,Neighborhood,401233.09820021,137799.90059892,38.908058,-76.985783
474,177,CCTV,14th St & Saratoga Ave,MPD, , , , , , , , , , , , , ,Neighborhood,401211.86680035,139379.32379902,38.922286,-76.986025
475,178,CCTV,1st St & O St NW,MPD, , , , , , , , , , , , , ,Neighborhood,398942.55140008,137898.22850014,38.908944,-77.012192
476,179,CCTV,North Capitol & Seaton PL NW,MPD, , , , , , , , , , , , , ,Neighborhood,399208.10670108,138554.14530085,38.914853,-77.009131
477,180,CCTV,1700 block Lincoln Road NE,MPD, , , , , , , , , , , , , ,Neighborhood,399279.64109901,138395.95160097,38.913428,-77.008306
478,181,CCTV,1800 block Benning Road NE,MPD, , , , , , , , , , , , , ,Neighborhood,401977.5249997,136804.97500064,38.899094,-76.977203
479,182,CCTV,18th Place & M St NE,MPD, , , , , , , , , , , , , ,Neighborhood,401979.074301,137547.5084002,38.905783,-76.977183
480,63,Columbia Road Apartments,1475 Columbia Rd NW,DCHA, , , , , , , ,11, , , , , , ,396957.32999377,139968.97000158,38.92759329,-77.03509006
481,64,Fort Lincoln Apartments,2855 Bladensburg Rd NE,DCHA, , , , , , ,6,20, , , , , , ,403387.21999666,140020.9500015,38.92806028,-76.96093611
482,65,Garfield Terrace,2301 11th Street NW,DCHA, , , , , , ,22, , , , , , , ,397760.49999538,139291.00000402,38.92148833,-77.02582517
483,66,Garfield Senior,2301 11th Street NW,DCHA, , , , , , ,9,15, , , , , , ,397760.49999538,139291.00000402,38.92148833,-77.02582517
484,67,Greenleaf Senior,1200 Delaware Ave SW,DCHA, , , , , , ,7,49, , , , , , ,398849.5600014,134233.64999543,38.875932,-77.01325802
485,68,Horizon House,1170 12th St NW,DCHA, , , , , , ,4,30, , , , , , ,397545.52999398,137506.16000136,38.90540932,-77.02829775
486,69,James Apartments,1265 Half Street SW,DCHA, , , , , , ,4,36, , , , , , ,399057.5299973,134106.35000432,38.87478548,-77.01086114
487,70,Judiciary House,461 H St NW,DCHA, , , , , , ,5,36, , , , , , ,398440.68999817,136908.12000035,38.90002401,-77.01797603
488,71,Kelly Miller,2125 4th St NW,DCHA, , , , , , ,64, , , , , , , ,398490.76999589,139039.13000207,38.91922096,-77.01740338
489,72,Ledroit Apartments,2125 4th St NW,DCHA, , , , , , ,4,32, , , , , , ,398490.76999589,139039.13000207,38.91922096,-77.01740338
490,73,Lincoln Road Apartments,11 R St NE,DCHA, , , , , , ,4,11, , , , , , ,399271.15999694,138279.39999852,38.91237806,-77.00840367
491,74,Park Morton,617 Morton St NW,DCHA, , , , , , ,51, , , , , , , ,398080.92999988,140495.42999697,38.93233897,-77.02213344
492,75,Regency House Apartments,5201 Connecticut Ave NW,DCHA, , , , , , , ,31, , , , , , ,393835.50000222,143332.98999581,38.95788098,-77.07112326
493,76,Sibley Plaza,1140 North Capitol St NW,DCHA, , , , , , ,5,49, , , , , , ,399177.09999726,137473.67999525,38.90511977,-77.00948723
494,77,UCC,2700 Martin Luther King Jr Ave SW,PSD, , , , , , ,46,29, , ,75, , , ,400417.52430803,131789.10975902,38.85391123,-76.99518981
495,78,Greenleaf Gardens/Family (Enhancement Center),203 N St SW,DCHA, , , , , , ,4,6, , , , , , ,398792.67999277,134136.07000131,38.87505289,-77.01391335
496,79,Building 825,825 North Capital NE,DCPS,2003, , , , , , ,28, , ,28, , , ,399267.36950187,137018.38000028,38.90101835,-77.00844603
497,163,CCTV,5th & O St NW,MPD, , , , , , , , , , , , , ,Neighborhood,398346.77599999,137867.24820051,38.908664,-77.019061
498,164,CCTV,7th & O St NW,MPD, , , , , , , , , , , , , ,Neighborhood,398088.05230054,137874.74400103,38.908731,-77.022044
499,165,CCTV,9th & T St NW,MPD, , , , , , , , , , , , , ,Neighborhood,397924.43330082,138714.34070065,38.916294,-77.023933
500,166,CCTV,Georgia Ave & Morton St NW,MPD, , , , , , , , , , , , , ,Neighborhood,397937.11529899,140455.9499002,38.931983,-77.023792
501,167,CCTV,Sherman & Harvard St NW,MPD, , , , , , , , , , , , , ,Neighborhood,397759.21199923,139897.29190101,38.92695,-77.025842
502,80,Fletcher Johnson Middle School,4650 Benning Road SE,DCPS, , , , , , ,4,24, , ,28, , ,DCPS,405742.68049586,135126.89000575,38.88396066,-76.93381215
503,84,Mary Reed Elementary School,1250 Constitution Avenue NE,DCPS,2003, , , , , ,7,7, , ,14, , ,DCPS,400984.00049965,136037.81999941,38.89218486,-76.9886575
